,log Length (pc),log Mass (Msun),Line Mass (Msun / pc),Thermal critical line mass,Turbulent critical line mass,Magnetic critical line mass,Shear critical line mass
258,1.974354,4.730593,570.4781302028176,57238.44577243896,320632.7896174543,321780.711951684,321823.0021399455
259,3.12368,6.659419,3433.515402911063,777.409074272764,2650.5615651228477,18124.442171277235,18161.502431657093
260,3.596224,7.826972,17011.71114959436,633133.1891348116,805411.8423752018,809037.8114687538,809524.4261398329
261,1.993759,4.787075,621.3209534175443,507.20363474490813,568.0834289368885,25423.407920265392,25479.562534893605
262,2.255084,5.382747,1341.723418387262,197.09441524150623,1791.0671030100432,8410.929541035994,8424.716502516352
263,2.00537,4.402401,249.4772797813812,134.55378558103598,140.14090709848983,15551.325286041509,15552.12857873527
264,1.435249,3.682953,176.8902924715249,12824.439507337172,144633.99561860008,150273.99259065135,150771.90692798188
265,3.043833,6.792871,5610.970688870388,4509.43623583278,8562.183682770437,18433.313441510076,18588.468264629413
266,2.805514,6.561141,5696.747888065534,14021.895633321003,20110.097092341264,20518.716351206604,20539.01783566998
267,2.139832,4.687119,352.6038094453077,113.25468229239169,130.07061827624005,19842.27129201539,19843.387206112227
268,2.238296,5.742063,3189.826046851466,139.95116637720372,1190.9506746749578,41193.761787212745,41198.976011462255
269,1.522798,3.742908,166.00073080838618,151.44842393014048,325.2889471080326,18821.98132156691,18824.824794594413
270,2.394169,5.841516,2801.2185910557187,1315.0892175121498,2640.177885614944,5796.342734047343,5802.003102998416
271,1.837656,4.311683,297.870160894872,2680.5096841053505,7010.203736410289,7397.5073735677,7407.751218203193
272,2.617895,5.790108,1486.66459909524,869.7467878514973,1744.3796027079059,11908.382097967666,11909.225337555456
273,2.370654,5.517255,1401.5254873435815,730.5762676262407,911.2978665455338,5889.125505932116,5896.963205420859
274,2.685202,6.117061,2703.0806273163407,786.9696084609442,22068.003258402416,29462.50365717898,29555.162123585542
275,1.522798,3.675598,142.1673931308003,412.783172339245,663.4005353035603,2741.932617455808,2747.468354325322
276,2.044334,4.885452,693.6142389015276,56.69691807251283,995.3089566396035,9931.06940583593,9932.915275888437
277,2.733816,6.258507,3347.271964166857,918.8595111378227,1654.1294973424058,3413.6211759513335,3420.3506765886173
278,2.453076,5.439715,969.7035823151621,2270.1086572371346,6666.171228558722,10969.708945244129,10978.982262439766
279,1.575588,3.972718,249.5341560876614,33.83420679007523,620.4249588993949,12768.860073071097,12770.335558101093
280,2.47683,6.052668,3765.6330759507478,3345.8277227153535,3369.6656164613255,15157.417006566408,15204.436584769923
281,1.7758,4.296651,331.7806090142692,96.61998782604209,457.2333253251976,9979.595222704083,9979.972326058374
282,1.733287,4.40372,468.20171482429384,5050.526073992763,5208.944819333027,9804.505455757544,9819.915127325454
283,1.449187,3.571108,132.4100653786921,109.5244784884112,1057.1766897976236,5017.283654971108,5031.817207517399
284,1.708134,3.879335,148.32043823822443,325.5929773156497,9726.243986199393,12613.127150864664,12613.35986099855
285,1.575588,3.675147,125.76476973722421,6505.271582783427,6505.271582783427,6670.659696613414,6671.837274590835
286,3.837713,8.121153,19206.136008471523,855.8011046779818,1583.6151527352679,6955.404114057098,6963.145518523634
287,2.905305,6.636091,5380.046136899222,472.09179795416543,833.1230494883268,4356.135461542504,4369.0812466241505
288,2.623301,6.107219,3047.3195648726464,711.4787772518376,1707.261633151823,3375.925090672393,3387.1697932698703
289,1.876588,4.291882,260.1920363156594,2842.203739160506,2947.8867867528793,7002.708222770793,7011.813480534805
290,1.939113,4.62638,486.7063360261557,3012.4604322732444,3166.251457081189,6466.535188793592,6475.252920871951
291,2.134186,5.12898,988.0843029577107,531.899503545634,1916.5247866398013,25583.433593342557,25592.177445692796
292,2.597128,6.273429,4745.707859296021,6916.931306217709,26461.806565445375,43611.00765361204,43754.088903892996
293,1.910378,4.574118,461.0414792416286,1115.076720780681,9674.115096288382,35653.0426349707,35679.35096660238
294,2.105827,5.03565,850.7912211378207,131.1944920772014,181.93488706941756,8553.943995869966,8554.350745801203
295,2.315541,5.133729,657.9425898525839,925.1167155796079,1645.8849985706815,10037.902795710188,10041.496819346547
296,2.904142,6.582056,4763.366521775316,15711.471158573273,55765.44726788725,73216.62997639585,73300.98022778094
297,3.112902,6.805027,4921.811764267178,381.40086712319123,474.4691807935014,5300.684920474479,5300.969072863621
298,3.141141,6.861662,5254.374216476789,352.6318585953468,945.182760330284,1932.6869020556821,1949.2916135045386
299,3.204247,6.998333,6224.235267160042,366.68115763636604,442.88620214392137,1912.0644732862409,1912.2134409479675
300,2.317088,5.270412,898.0985599019751,364.03981149604084,1546.8738727862149,15606.444030052939,15619.410805781985
301,3.799773,8.001664,15918.091618223592,29056.702303028407,56603.17109624867,61071.18143457972,61235.35792662831
302,2.309885,5.418904,1285.3428913298096,297.87147121146535,817.6109296761643,2750.593773730055,2751.523445099135
303,1.435249,3.512313,119.4164070019051,566.3555723135581,591.5926068078793,1297.5354713019062,1297.809327205796
304,2.341845,5.409414,1168.3393389677346,1509.3625789918265,1690.366261586915,8790.89849375242,8853.007532042664
305,2.882463,6.429056,3520.408006163951,540.7903695917511,1367.5930208794932,4299.512612118049,4323.299917860329
306,2.47424,5.758034,1922.1797602518839,921.9066992625428,3987.9799102794254,6546.864889234592,6551.972845542776
307,2.396376,5.682161,1931.0121216104067,468.9291569464496,914.2647666288937,1846.3948055908447,1847.7979101724793
308,2.318954,5.517958,1581.2626031701066,473.5027570922691,1868.1839604217537,3498.620316504774,3504.6867830519986
309,2.857241,6.267596,2572.497728765202,496.6685250567996,781.3432699768086,4786.196607127663,4797.901858590755
310,3.864832,8.097229,17076.4267679542,11317.94506081516,26886.87898730505,31648.262835236204,31728.11138631503
311,2.532752,5.453728,833.6351149677652,554.6363604515736,571.2410722572878,1016.1915555204489,1023.2653510185108
312,2.395088,4.926703,340.10655317352257,214.92906712977722,239.1803840002497,10292.548754547433,10312.420410015373
313,1.511062,3.606676,124.62753350090884,116.57377821375964,193.62196795608827,34887.13890704381,34923.83083935405
314,2.414126,5.623299,1618.7247237254896,695105.6106927552,1086143.848754853,1089436.8774830352,1092047.3870198124
315,1.599728,3.89727,198.40015175164547,63.99309686853005,134.3078857154846,7399.573310420436,7440.289158498487
316,2.971344,6.546296,3757.9586749887776,327.8717279708753,660.7110399664663,1607.079909857063,1612.4578834875306
317,3.030995,6.453551,2645.7938339942284,549.905502623186,628.1919091758847,1312.244491536112,1315.8084135620065
318,2.603028,6.115161,3251.868686061204,561.8926300385149,576.5315516374081,668.8268146553689,668.834336332704
319,2.496382,5.764095,1852.3071366555364,1223.4184201248586,2254.864264957426,7829.246473777089,7833.190144408958
320,3.135706,6.963231,6722.4100530073365,59489.744531342614,106097.6026476999,107261.73249650066,107467.15894425153
321,2.099718,4.989781,776.359729423932,502.42449627179934,606.4116900317758,6462.7209787588135,6580.897189954895
322,2.658163,6.177517,3306.3894002654524,604.4980846109902,1269.555697426772,2604.1546091071996,2604.7965268372895
323,2.139832,5.28151,1385.7280242404618,447.5737061397931,471.8878047749797,561.8867611018896,561.889454894781
324,2.171367,5.160323,974.8908628704482,460.7402740745901,554.2307075445771,5346.98805006741,5347.66969614918
325,2.384967,5.649211,1837.570456995951,239.54157477625387,2537.0392761660987,3548.2877648398376,3550.555875483057
326,1.435249,3.503644,117.05635592745497,319.44554433054026,1390.2892918673685,24166.24363508903,24172.96353543321
327,2.26954,4.980792,514.3420127071105,549.7809935489631,565.4630065709349,966.8735815225094,973.0800077418988
328,1.773107,3.954765,151.93505940725507,558.0990516698383,699.7266275477632,2254.839717882305,2262.944802473995
329,2.114841,4.829248,518.092135663293,536.9412796420185,566.7053903249666,4754.601990981955,4754.848130713327
330,2.121954,4.665573,349.63830003491984,125.74979871691076,125.78062012860683,9138.396492331596,9140.038366001729
331,1.888826,4.38553,313.83689617456463,541.8473144693181,552.8105338650095,611.2578733035654,611.2653628880755
332,1.932758,4.950441,1041.556899199666,2060.458891110394,2060.458891110394,5300.844941199223,5422.657390546119
333,3.083226,6.680327,3954.585776544415,17392.85414031063,40857.400069260104,43740.52660735011,43985.6076186033
334,2.661758,6.229066,3692.3936889642055,5369.742552711978,7873.78981938302,9086.46519453354,9098.50759724637
335,2.536888,5.777845,1741.6344236116959,499.2496803985867,774.5784408087092,2588.854115421682,2591.810555836082
336,1.812058,4.117066,201.84035437064122,88.33786907307561,107.04862740792404,7440.283592213543,7440.816644886721
337,2.08007,4.841383,577.1822940791526,604.8314982255874,630.632854703379,1881.2560760263602,1883.1954556380686
338,3.147615,6.986975,6908.12201964485,2382.9782868557895,3529.24913865586,4932.005282916161,4966.3377906219785
339,1.851024,4.552708,503.1343864920557,3467.007228220866,4264.754589995519,12134.145050236966,12150.89384805435
340,2.782669,5.956616,1492.61224452848,525.2915455198321,559.0228174553948,1258.8431214083048,1258.8640538317488
341,3.306802,7.165476,7222.274652728074,4982.675417724782,9311.951585294562,9901.654491235871,9929.611759748495
342,3.531433,7.722482,15525.621704954849,474.4734019650902,645.57061048144,2764.4087258667646,2766.8589612565484
343,1.575588,3.893112,207.74185247907644,937.8231122955904,1508.7155955171777,3254.690611410262,3264.0125918201666
344,1.972651,4.766098,621.5083960979573,206.82941167036685,441.9450636046297,11953.825344807849,12002.443971358283
345,2.603759,5.524665,833.5007596906008,160.86601131715594,1861.0961904313567,19083.671141836607,19208.30745882207
346,2.288367,5.115405,671.4876043348116,275.736035141478,2553.889468283038,8223.297365470553,8225.79297999586
347,2.908022,6.554849,4434.319688522216,946.9252449336063,1342.065988466112,1595.3222940770795,1621.2348532746007
348,3.700215,7.887868,15404.691308475694,462.18407514888185,782.1417510105907,3192.0084676345114,3206.3565995074196
349,2.235116,4.800008,367.19097638875286,534.2467947124261,22405.96433447011,24735.921914151793,24738.350089732914
350,2.220425,5.210311,976.98073502865,673.6134498199727,777.2672025738865,2832.6402105010347,2840.040474846852
351,2.260617,4.748411,307.4638067951519,746.4345274473626,1160.9810887397828,9745.24900791593,9749.339483736132
352,2.967086,6.540673,3746.165845509047,534.2510187896481,575.3354849777303,1036.3620225336488,1036.528632399355
353,2.41562,5.471916,1138.402917269499,392.38147347146446,469.2166683592919,1177.8091110159467,1178.4590671021294
354,3.132941,7.025329,7805.271244068233,557.5054842832716,623.1862000209663,2739.202654942097,2739.2534156111674
355,2.163478,4.991072,672.3478183417708,570.9682048628005,570.9682048628005,677.0524496786691,677.6651585490057
356,3.064046,6.975574,8156.953752618503,586.4387847111335,668.762024355821,2716.8914366877057,2717.0302775496016
357,1.823828,4.397689,374.8530078420825,582.6906115403458,583.4693992397674,2065.7407107625077,2065.7881179672167
358,2.117294,5.069952,896.7223617813528,650.8504784594021,713.5052529911623,1177.5994481779985,1177.71948088726
359,1.549963,3.508106,90.81194971607106,602.9965994928925,871.8052018609018,3498.7805921546,3499.8753750083533
360,3.136038,7.083863,8867.98602415844,546.5167993496214,757.1797689240841,1542.4149262916058,1543.1252238097495
361,2.724197,6.221842,3145.1763402207057,614.1162907964564,652.1995538886404,839.1888572825216,839.517406613781
362,2.996434,6.745539,5611.836378055175,620.4106337376269,713.5926691666547,1256.0789845361762,1256.3448971644466
363,3.2901,7.146389,7182.721043570856,539.7806447174087,568.5763819202319,1399.9936087176413,1400.093040414789
364,1.992108,4.747449,569.2997590485339,636.9862295420207,692.2968491860006,1021.9016431651788,1021.9556610004593
365,3.630771,7.48703,7182.224895915311,473.8752730151292,569.958214932787,1167.6746189074356,1168.1282085282487
366,1.949731,4.747158,627.2302567968576,566.4639430802947,566.4639430802947,1080.8408463638184,1082.0057453197962
367,2.989679,6.364322,2369.4251831975826,579.0570711749326,605.6768713120673,1171.6764121664976,1218.8796699090874
368,3.099063,6.630985,3403.470573226979,516.1489933543538,532.5702046129785,975.5151469766633,976.1869824625956
369,2.953954,6.690213,5448.274744857674,411.47142102352143,420.2339603504318,2523.2961089339024,2523.356064994611
370,1.954067,4.250054,197.69104631668625,233.38280541473313,267.65748193281325,4390.085967165134,4390.1980584619805
371,3.201199,7.052149,7094.960795063032,122.9426905332916,187.05309928854967,3556.6503392721106,3556.875522225953
373,2.483767,5.339467,717.2986277567093,574.7303752047272,585.8729608106644,711.8269932131667,711.953302390349
