,log Length,log Mass,Line Mass,Thermal,Total,Magnetic
336,3.583999,7.484154,7946.117816149067,1935.2798817783712,7367.145076770962,12969.93149410462
337,3.044847,6.849248,6373.837690670228,1248.9428055250391,4662.38786799532,7659.383034497391
338,1.653037,3.925847,187.41743939401354,,,
339,2.504735,5.965874,2891.605219499368,176.98286779245342,600.1430337865313,974.6879875826068
340,1.715669,4.158567,277.2668828971164,5451.485521205626,5451.485521205626,6915.281918548908
341,2.767635,6.374145,4041.1967960586207,1209.3107734369396,1427.7053577917725,4658.611309858719
342,1.84552,4.346926,317.2531917196311,5019.796823730274,5073.126980240844,49640.52765609523
343,1.575588,3.758907,152.51726193387955,,,
344,2.435464,5.540769,1274.3977616509494,,,
345,2.102792,5.165751,1156.0031034244546,1098.7022032051782,2274.6183918127535,2612.204343961057
346,2.53913,5.849069,2041.451187011993,49288.243478875775,73155.01965048256,83278.60450796555
347,2.836983,6.342004,3199.049793723253,26850.539081434516,30949.30630834589,41865.132373873486
348,1.797412,4.355472,361.4597967065874,5833.598629458038,6221.429914821084,7336.583812958707
349,2.834159,6.35731,3335.4236206512687,691.257705884308,851.1945315649846,1527.972593627886
350,2.617895,6.231364,4106.473267658419,11010.320470261142,20130.923278436792,37627.370461913066
351,2.816815,6.253139,2731.014462387345,1001.0263846409964,4424.997208652231,8068.201225367144
352,2.436638,5.67036,1712.860522534266,711.3581514500665,791.9212351784583,2007.1138768332614
353,3.900075,8.356225,28585.776906474868,691.7270847079558,1619.0305068278901,8541.795559261733
354,2.121954,4.765268,439.8595240888533,8433.212373291535,9184.092659232094,9486.048154215101
355,1.661531,3.669726,101.9048842448346,887.0719526485641,892.5402040089929,12520.763806315417
356,1.7758,4.258922,304.1739377047497,,,
357,2.507647,5.735783,1690.9703787737483,4341.519042217709,5428.954734020574,10245.500322444366
358,2.854319,6.665246,6470.338475215702,564.8017507916635,1197.307240954856,6762.412873029716
359,2.345354,5.593405,1770.3168376745293,1406.933618988087,1792.2896014583823,2456.274163593581
360,2.750282,6.26788,3293.0475366728297,2578.0257928585006,8330.696631495568,10280.332447213063
361,2.265714,4.615367,223.69331214390465,,,
362,2.262372,5.113693,710.1024319211465,769.575828804014,2195.6804005516574,23818.51086484734
363,2.755472,5.053928,198.81813700940486,847.5400903550889,883.5399539277,2333.87146940192
364,2.056093,4.588824,340.9816437412937,3654.8538501742755,3787.6319915477943,10368.192991353308
365,1.692706,4.073704,240.43517275325476,,,
366,2.893318,6.705017,6481.850349711617,1375.3072696391232,3199.4792143638106,9251.650642739123
367,3.105959,6.901042,6238.540516843686,405.6236169890865,499.9140082941706,7582.873555957487
368,2.044334,4.819722,596.1945476749269,4753.991910275621,,
369,1.736238,4.35317,413.9348575696466,7267.474417039746,12133.753878271984,12421.24535473278
370,3.245416,7.103104,7205.8961688741665,601.9827607626859,2303.0214134033235,2886.984617616746
371,2.515581,5.688432,1488.8501876436026,,,
372,2.137026,5.08084,878.6461289457744,867.6911213536631,,
373,1.700511,4.24773,352.5486045485707,612.6071676068827,803.9083884343082,978.7218756491635
374,2.467379,5.732912,1843.0325270444152,1595.1739021772792,1717.3288350565279,3746.521703421371
375,1.700511,4.133484,271.0023145063323,1179.3782017289698,1180.446393105204,6100.872566030798
376,3.830035,8.240029,25703.602716840895,743.7542102961869,1671.7783646313421,9459.209961808387
377,2.554147,5.868531,2062.4527128809395,468.4280518270247,1908.6936480936326,2732.0116055337026
378,2.651811,6.023506,2353.3959406067347,4329.567807333563,5371.797675460251,8941.640615270453
379,1.92823,4.831685,800.6726614463465,5075.490614859256,8369.778007405634,22453.67132494089
380,1.549963,3.369019,65.92588977476711,1059.0257926265451,1059.0257926265451,2495.405511207899
381,2.505736,5.834564,2132.200299413798,4479.890470537498,7055.0060484178075,8626.683004155127
382,2.153182,4.852171,500.02187004464224,1569.6728515165705,,
383,1.481189,3.461874,95.65000564628174,1731.6374937070577,1737.143483274378,2475.091164832007
384,2.521449,5.766476,1758.032907111143,4092.975143304726,4377.934782446083,6074.946709271305
385,2.702047,6.074725,2358.728746782228,959.9966032342193,1268.5348652162672,6340.906782116826
386,2.806872,6.364786,3613.383025063516,2385.32209787989,2498.8927930116124,5728.175990778616
387,2.644787,6.240827,3944.9363460857126,630.8778787503104,1235.2327538894394,2008.343094417532
388,2.920706,6.367497,2797.6346611271238,1620.663338198725,1838.351175535665,3771.6429938839337
389,1.92823,4.428884,316.70432918916583,,,
390,3.238717,6.869637,4274.841334109668,1082.300510805514,1542.4844748936298,7197.216531248117
391,2.498844,5.723265,1676.5673333318366,2802.2226201676035,4012.6624644205617,5721.950190365461
392,1.681482,4.040913,228.7868189925879,1369.9327740313104,1369.9327740313104,2548.9747253954397
393,3.973661,8.495815,33277.75346577349,832.3391122420701,6487.38435465103,16079.06970452468
394,1.986511,4.607829,418.1364232952798,2798.0647352180954,2948.7457828101774,14520.806930755734
395,1.782256,4.146386,231.275697813842,1203.903263957161,1231.9179781044115,2478.5420829307063
396,1.599728,3.94216,220.00472085462096,927.3227881886844,927.3305614426938,3191.527421087168
397,1.90558,4.513451,405.38810372515997,866.8688636900664,888.0567966942799,1148.2777921342356
398,2.979833,6.627722,4445.176400431235,2297.7530930024395,3598.6993753193256,3704.0612336992344
399,1.538948,3.811225,187.1875672084602,,,
400,1.992108,4.716444,530.0733864215098,1115.92430053178,1175.5021990401817,1781.4625641648452
401,3.15778,6.798302,4370.40817630651,485.3111025369463,1052.1205850856206,3569.8068324530573
402,2.430585,5.565387,1363.9611487653922,369.4580016179935,1676.757018488063,4173.743533150513
403,1.806068,4.498432,492.45210704939194,2988.552348578071,5445.97618783064,5890.017730145171
404,2.379493,5.45094,1178.8186549614368,730.7548874362271,2603.85369355611,4690.5914505874935
405,2.087771,4.900756,650.1072360468628,2989.677278985812,4979.829984557883,5891.529882958128
406,3.522669,7.593391,11768.5240717958,1364.846750330962,5561.481992605064,12545.796450396343
407,2.200766,4.991649,617.8499274275298,410.5046076419805,678.4667363363999,9378.440467574597
408,2.791672,6.674234,7630.658188728029,408.68694388380516,1583.7144794873618,2764.3488922151814
409,2.560842,5.81091,1778.5578673351179,2227.875041810977,3819.853626885603,4228.568904087271
410,1.782256,4.158789,237.97591208164056,492.8149721937502,511.974425879354,7551.793281803064
411,2.325562,5.176261,709.0861455290025,663.3765710925833,3802.6172237358865,3942.424821890106
412,1.803557,4.630029,670.613049287391,2068.5169179904688,4320.816329808238,4553.009670696845
413,2.814448,6.182708,2334.8554568246723,2585.662505397245,3117.8530785064627,3633.6896818893006
414,2.126075,4.938845,649.7854763433637,575.2137964487525,624.3805646392929,2277.305989609815
415,2.211408,4.394841,152.55730216183142,,,
416,1.644321,4.095182,282.39759904015204,,,
417,2.186315,5.066525,758.9444685037872,4045.2928747927645,,
418,1.549963,3.372209,66.41191448281609,784.9159783243659,802.1481899173303,1342.3142330586484
419,2.00537,4.300461,197.283607149573,361.95861343410047,367.1177488116482,4482.019410471676
420,1.538948,3.97053,270.1357108754029,,,
421,2.487352,5.979045,3102.3657702408723,,,
422,2.667967,5.818759,1415.1158652937681,2792.6111453570743,4496.841931255049,12555.883199438675
423,1.538948,3.881372,220.00066825522188,4329.223900589287,,
424,3.253223,6.993645,5500.751172466964,585.3669449418373,736.7931436751845,3461.6367109346984
425,1.575588,3.744184,147.43344038771494,,,
426,2.47576,5.119007,439.79167078608805,867.64970252819,1012.1357440681701,1947.0954915082384
427,2.128952,4.684437,359.3229859647986,830.1117932171751,1109.9688069307317,2235.791793892899
428,1.481189,3.496131,103.50039327406327,898.0224166858324,1075.6044784526634,1767.2264423914346
429,1.970241,4.8362,734.4445289221658,,,
430,2.278283,5.449792,1484.2566383907542,1160.2240313511468,2673.2291305325934,5417.416545458833
431,2.245484,5.441405,1570.0771746882344,1387.2989476212726,1700.5527855175008,7921.547119378221
432,3.222912,7.011332,6143.5585275164785,445.4540965294768,649.8602462266248,5345.688553127781
433,1.549963,3.63691,122.16505644853936,2059.6456898286865,2060.095744769194,11492.113005254434
434,2.64762,5.960141,2053.624325596292,2317.339767539325,3147.6835954270978,10796.277687257045
435,2.023465,4.819739,625.5672438758671,1562.511657661861,1769.4355108986995,11806.797705846157
436,2.810126,6.217076,2552.40742897998,614.1345757646634,943.0049820437396,6773.313270899723
437,3.237166,7.113958,7529.948397422903,1130.73200342907,1680.3435247664065,4859.983341646917
438,1.837656,4.286586,281.14476420571316,5362.005562573197,5362.005562573197,6693.891238528706
439,1.56515,3.987228,264.2883380881363,1358.799889147313,1358.799889147313,2714.277562558446
440,1.56515,3.914635,223.60679663372807,,,
441,3.867324,8.171491,20144.987395911085,946.4442762272945,5252.496263157191,11813.10239186423
442,3.040028,6.958484,8288.119419783136,1129.5648454541763,1891.1602424420585,3269.9673252474668
443,2.00537,4.753743,560.2385637930212,391.89347641486694,504.7522577629763,1615.9450020689414
444,2.195863,5.289593,1240.8806147717794,946.2977511226035,,
445,1.549963,4.050193,316.3952828791381,1546.0425783925516,1546.0425783925516,2630.702724464605
446,2.523772,5.636602,1296.67160319015,4305.846857503243,4353.040111975517,9178.659538337124
447,3.064322,6.765632,5027.012903607785,617.5684541295515,641.6752233465866,5173.574023781281
448,2.023465,4.775149,564.526066637983,957.9688855689916,963.1230469172518,2436.1703325375124
449,2.19237,5.005564,650.4201691300144,2560.515666372443,5995.057098030936,12674.499404413733
450,2.402547,5.64612,1752.1569272581453,1527.7083663107503,1632.0894030024276,1892.6775739304514
451,1.883813,4.552729,466.5691291162951,2919.5640007131965,3106.131785494745,3533.50564807507
452,1.759856,4.189559,268.9694779254125,2033.050136300555,2917.548455175644,3800.0512251009864
453,2.968682,7.128162,14437.101174519301,604.1161463929501,1201.7038496660857,3417.3179161647276
454,2.839273,6.351394,3251.778834850223,2186.94830149997,3935.051644543046,5426.690641506335
455,2.134186,5.207624,1184.2352931719156,1456.467329244826,1636.0360329863686,1966.9981747702304
456,1.653037,4.228377,376.13175467930137,1797.4049051968946,2106.119618083328,7764.771874832069
457,1.673324,4.113374,275.4545813889919,1125.41113855002,1125.41113855002,5735.1037349972885
458,1.481189,3.637762,143.4078748247243,,,
459,3.707225,7.720776,10316.942260771551,524.2219265638776,808.7365888596287,5137.0870942933925
460,2.268678,4.720029,282.71639865773375,1731.7034378032297,1789.738129408798,3673.647484510988
461,3.140118,7.155068,10350.229983932466,340.2366677458513,1480.8464858562502,3174.39084012542
462,3.384961,7.362341,9492.486758604879,871.7985925688496,3025.529384210363,5133.5475610915
463,2.010752,4.943273,856.093106491008,1260.855760196242,2572.957755609018,2877.079684524603
464,3.105257,6.884656,6017.263084974007,300.7900349299811,891.1119509425233,5478.704685923817
465,2.238296,4.606546,233.48016954099336,1233.2801395698948,1257.8135143529175,2985.7272594146225
466,1.644321,4.18707,348.93858853139915,,,
467,1.599728,3.915485,206.8983370365773,,,
468,2.408375,5.478699,1175.7743996954646,2066.474891869927,3148.0375273330546,3468.73329524468
469,2.189871,5.076192,769.6991376712402,1678.5491629217015,1871.3738621515954,3425.9702123704546
470,1.549963,3.537982,97.27897815397681,,,
471,1.673324,4.109966,273.3014903715972,1614.2265046013893,1618.6990488446843,1853.4650027975044
472,3.117846,6.823032,5072.0788917856535,697.8302258426637,1260.105535910415,2719.4073825269243
473,1.952282,4.137545,153.2014938244743,910.4192349846934,1039.4681292592247,1516.449749058977
474,1.481189,3.544086,115.58380838820209,1118.0737807540797,1118.0737807540797,4894.98701901301
475,2.761364,6.170946,2567.923016959051,593.6210937098552,663.9687207049818,4326.708710697805
476,2.034317,4.187437,142.27218453908336,942.5527429908032,945.8903162518889,6592.708901498081
477,2.149311,4.561388,258.2718063507842,695.1428242787878,694.1038579533722,2839.993018313274
479,2.607435,5.650614,1104.5337737542877,908.0945384909903,3728.1903131474746,4037.6878095945194
